# DEGENERATE GEOMETRY CSV FILE

# NUMBER OF COMPONENTS
9

# DegenGeom Type, Name, SurfNdx, GeomID, MainSurfNdx, SymCopyNdx, FlipNormal,t00,t01,t02,t03,t10,t11,t12,t13,t20,t21,t22,t23,t30,t31,t32,t33
LIFTING_SURFACE,Main Wing,0,CBKKIWEXIY,0,0,1,1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 1.855300000000000082e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
# DegenGeom Type,nXsecs, nPnts/Xsec
SURFACE_NODE,11,33
# x,y,z,u,w
3.286881670604381611e+01, 3.810194818689976337e+00, -1.096081878415211264e-01, 1.600000000000000089e+00, 2.765358755368439447e-01
3.193305161277027437e+01, 3.810388883180979125e+00, -2.047420084237708826e-01, 1.600000000000000089e+00, 4.134663504172014781e-01
3.076586187635375325e+01, 3.810631002626972297e+00, -3.166021971222161002e-01, 1.600000000000000089e+00, 5.841612375912467181e-01
2.940009499763934286e+01, 3.810914265576258675e+00, -4.289816186732300918e-01, 1.600000000000000089e+00, 7.836633902842906618e-01
2.791675889717370751e+01, 3.811221788249493869e+00, -5.144850566011689441e-01, 1.600000000000000089e+00, 1.000000000000000000e+00
2.643186909486607306e+01, 3.811529687164457503e+00, -5.463503575737064244e-01, 1.600000000000000089e+00, 1.216336609715709338e+00
2.506270045736344798e+01, 3.811813887565774994e+00, -5.257039973361192775e-01, 1.600000000000000089e+00, 1.415838762408753171e+00
2.389264685551034972e+01, 3.812057025553962308e+00, -4.645585647005883168e-01, 1.600000000000000089e+00, 1.586533649582798411e+00
2.295680328611544141e+01, 3.812251617572707474e+00, -3.753936212940943706e-01, 1.600000000000000089e+00, 1.723464124463156111e+00
2.224856581232975827e+01, 3.812398801035950857e+00, -2.698313876013044288e-01, 1.600000000000000089e+00, 1.827739635619072267e+00
2.173736391225409648e+01, 3.812504617491820014e+00, -1.548842980262666869e-01, 1.600000000000000089e+00, 1.904044169930654951e+00
2.138861266348941115e+01, 3.812575516657255026e+00, -2.705353031515626838e-02, 1.600000000000000089e+00, 1.958266880232111484e+00
2.122443679702849550e+01, 3.812606323200317338e+00, 1.564210234558377766e-01, 1.600000000000000089e+00, 2.000000000000000000e+00
2.139040822540775721e+01, 3.812575999689090445e+00, 3.369427307017539008e-01, 1.600000000000000089e+00, 2.041733119767888294e+00
2.174002744972416679e+01, 3.812505455977045710e+00, 4.596570319919356384e-01, 1.600000000000000089e+00, 2.095955830069344827e+00
2.225235042944125752e+01, 3.812399933760833193e+00, 5.674818082702384192e-01, 1.600000000000000089e+00, 2.172260364380927733e+00
2.296197141732449509e+01, 3.812252993182877248e+00, 6.633046245953824194e-01, 1.600000000000000089e+00, 2.276535875536843889e+00
2.389937645659919596e+01, 3.812058574267094713e+00, 7.396411050045565982e-01, 1.600000000000000089e+00, 2.413466350417201589e+00
2.507098905291569935e+01, 3.811815512652831917e+00, 7.847422321895545227e-01, 1.600000000000000089e+00, 2.584161237591246607e+00
2.644135543658446252e+01, 3.811531274233419975e+00, 7.865837523828990152e-01, 1.600000000000000089e+00, 2.783663390284290440e+00
2.792638667747864645e+01, 3.811223228907906879e+00, 7.343043944505933673e-01, 1.600000000000000089e+00, 3.000000000000000000e+00
2.940828766852682463e+01, 3.810915482960291367e+00, 6.284466401844528427e-01, 1.600000000000000089e+00, 3.216336609715709116e+00
3.077178953528625982e+01, 3.810631963389829124e+00, 4.973769775206503541e-01, 1.600000000000000089e+00, 3.415838762408752949e+00
3.193672512114569173e+01, 3.810389592816800342e+00, 3.695631254369746155e-01, 1.600000000000000089e+00, 3.586533649582798411e+00
3.287070423056215418e+01, 3.810195307822167088e+00, 2.616310145507140805e-01, 1.600000000000000089e+00, 3.723464124463156111e+00
3.358209502343305530e+01, 3.810047446419361883e+00, 1.795779100187434585e-01, 1.600000000000000089e+00, 3.827739635619072267e+00
3.410305017711026210e+01, 3.809939301863276562e+00, 1.221485046964278093e-01, 1.600000000000000089e+00, 3.904044169930655173e+00
3.447366704711940599e+01, 3.809862483670392930e+00, 8.507558172860568702e-02, 1.600000000000000089e+00, 3.958266880232111262e+00
3.473188465482351006e+01, 3.809809042271079083e+00, 6.319583273098550169e-02, 1.600000000000000089e+00, 4.000000000000000000e+00
3.460840583547869898e+01, 5.079745389694771518e+00, 1.925916327567205877e-01, 1.800000000000000044e+00, 0.000000000000000000e+00
3.436990207324683411e+01, 5.079816549024226191e+00, 1.694761357920795963e-01, 1.800000000000000044e+00, 4.173311976788848798e-02
3.402717151171846410e+01, 5.079918838746712240e+00, 1.338607811176257822e-01, 1.800000000000000044e+00, 9.595583006934514658e-02
3.354488483219761008e+01, 5.080062848444313772e+00, 8.192679154257082041e-02, 1.800000000000000044e+00, 1.722603643809275942e-01
3.288573042985017736e+01, 5.080259758253301783e+00, 1.066129883090925767e-02, 1.800000000000000044e+00, 2.765358755368439447e-01
3.201983865530011286e+01, 5.080518510907971574e+00, -8.045128590865467666e-02, 1.800000000000000044e+00, 4.134663504172014781e-01
3.093965346222800150e+01, 5.080841336835963062e+00, -1.864782525828334314e-01, 1.800000000000000044e+00, 5.841612375912467181e-01
2.967575565424346706e+01, 5.081219020768344308e+00, -2.947162742189811668e-01, 1.800000000000000044e+00, 7.836633902842906618e-01
2.830325617015383699e+01, 5.081629050999325159e+00, -3.842101655337586408e-01, 1.800000000000000044e+00, 1.000000000000000000e+00
2.692912888711179420e+01, 5.082039582885943041e+00, -4.333289939101508947e-01, 1.800000000000000044e+00, 1.216336609715709338e+00
2.566138216448661069e+01, 5.082418516754366067e+00, -4.364972977339030002e-01, 1.800000000000000044e+00, 1.415838762408753171e+00
2.457733885906699101e+01, 5.082742700738616115e+00, -3.982482015589051683e-01, 1.800000000000000044e+00, 1.586533649582798411e+00
2.370992143526164853e+01, 5.083002156763609669e+00, -3.277600743179746035e-01, 1.800000000000000044e+00, 1.723464124463156111e+00
2.305352151269184802e+01, 5.083198401381267217e+00, -2.356267409063196594e-01, 1.800000000000000044e+00, 1.827739635619072267e+00
2.258047501099168386e+01, 5.083339489989093352e+00, -1.287507675815980912e-01, 1.800000000000000044e+00, 1.904044169930654951e+00
2.226024402941100178e+01, 5.083434022209672776e+00, -3.796669715659034550e-03, 1.800000000000000044e+00, 1.958266880232111484e+00
2.211444302129764594e+01, 5.083475097600422821e+00, 1.724511904582037014e-01, 1.800000000000000044e+00, 2.000000000000000000e+00
2.225915930518743124e+01, 5.083434666252120593e+00, 3.486814071343622423e-01, 1.800000000000000044e+00, 2.041733119767888294e+00
2.257836538893833733e+01, 5.083340607969393687e+00, 4.744526001769752144e-01, 1.800000000000000044e+00, 2.095955830069344827e+00
2.305076478408328811e+01, 5.083199911681110628e+00, 5.828107066385064261e-01, 1.800000000000000044e+00, 2.172260364380927733e+00
2.370685959080796934e+01, 5.083003990910502701e+00, 6.770931734833174342e-01, 1.800000000000000044e+00, 2.276535875536843889e+00
2.457434728391067225e+01, 5.082744765689459321e+00, 7.504502489347677496e-01, 1.800000000000000044e+00, 2.413466350417201589e+00
2.565885662544364365e+01, 5.082420683537108630e+00, 7.922796381859493753e-01, 1.800000000000000044e+00, 2.584161237591246607e+00
2.692735825862582999e+01, 5.082041698977892707e+00, 7.932738793786353604e-01, 1.800000000000000044e+00, 2.783663390284290440e+00
2.830215717306608525e+01, 5.081630971877208580e+00, 7.486466352544114411e-01, 1.800000000000000044e+00, 3.000000000000000000e+00
2.967485548638893178e+01, 5.081220643947054860e+00, 6.636580758236499955e-01, 1.800000000000000044e+00, 3.216336609715709116e+00
3.093867403742241962e+01, 5.080842617853105203e+00, 5.596003734576689981e-01, 1.800000000000000044e+00, 3.415838762408752949e+00
3.201876285467708527e+01, 5.080519457089066826e+00, 4.571582241723238793e-01, 1.800000000000000044e+00, 3.586533649582798411e+00
3.288466664926552596e+01, 5.080260410429556117e+00, 3.689138894748625885e-01, 1.800000000000000044e+00, 3.723464124463156111e+00
3.354396891032575923e+01, 5.080063261892481918e+00, 2.998176816433310576e-01, 1.800000000000000044e+00, 3.827739635619072267e+00
3.402650842757492455e+01, 5.079919069151035416e+00, 2.494559288597360813e-01, 1.800000000000000044e+00, 3.904044169930655173e+00
3.436955732792220886e+01, 5.079816644893856648e+00, 2.149455517083570244e-01, 1.800000000000000044e+00, 3.958266880232111262e+00
3.460840583547869898e+01, 5.079745389694771518e+00, 1.925916327567205877e-01, 1.800000000000000044e+00, 4.000000000000000000e+00
3.448492701613389499e+01, 6.349681737118464397e+00, 3.219874327824556737e-01, 2.000000000000000000e+00, 0.000000000000000000e+00
3.426603782460063030e+01, 6.349770686280282739e+00, 2.940615707389015454e-01, 2.000000000000000000e+00, 4.173311976788848798e-02
3.395138514902854610e+01, 6.349898548433389855e+00, 2.547859376886460470e-01, 2.000000000000000000e+00, 9.595583006934514658e-02
3.350838816714022528e+01, 6.350078560555391327e+00, 2.011755398920997417e-01, 2.000000000000000000e+00, 1.722603643809275942e-01
3.290264415365653861e+01, 6.350324697816626340e+00, 1.309307855033396417e-01, 2.000000000000000000e+00, 2.765358755368439447e-01
3.210662569782994780e+01, 6.350648138634964468e+00, 4.383943660646151541e-02, 2.000000000000000000e+00, 4.134663504172014781e-01
3.111344504810224976e+01, 6.351051671044952940e+00, -5.635430804345076261e-02, 2.000000000000000000e+00, 5.841612375912467181e-01
2.995141631084759837e+01, 6.351523775960430385e+00, -1.604509297647323252e-01, 2.000000000000000000e+00, 7.836633902842906618e-01
2.868975344313396647e+01, 6.352036313749155561e+00, -2.539352744663482264e-01, 2.000000000000000000e+00, 1.000000000000000000e+00
2.742638867935750824e+01, 6.352549478607428135e+00, -3.203076302465953096e-01, 2.000000000000000000e+00, 1.216336609715709338e+00
2.626006387160977340e+01, 6.353023145942957584e+00, -3.472905981316868340e-01, 2.000000000000000000e+00, 1.415838762408753171e+00
2.526203086262363229e+01, 6.353428375923269478e+00, -3.319378384172220198e-01, 2.000000000000000000e+00, 1.586533649582798411e+00
2.446303958440785564e+01, 6.353752695954511864e+00, -2.801265273418547253e-01, 2.000000000000000000e+00, 1.723464124463156111e+00
2.385847721305394131e+01, 6.353998001726584022e+00, -2.014220942113348900e-01, 2.000000000000000000e+00, 1.827739635619072267e+00
2.342358610972927124e+01, 6.354174362486365801e+00, -1.026172371369295094e-01, 2.000000000000000000e+00, 1.904044169930654951e+00
2.313187539533259240e+01, 6.354292527762090970e+00, 1.946019088383819928e-02, 2.000000000000000000e+00, 1.958266880232111484e+00
2.300444924556680348e+01, 6.354343872000527860e+00, 1.884813574605696262e-01, 2.000000000000000000e+00, 2.000000000000000000e+00
2.312791038496710527e+01, 6.354293332815149853e+00, 3.604200835669706948e-01, 2.000000000000000000e+00, 2.041733119767888294e+00
2.341670332815250788e+01, 6.354175759961742109e+00, 4.892481683620147903e-01, 2.000000000000000000e+00, 2.095955830069344827e+00
2.384917913872531869e+01, 6.353999889601388062e+00, 5.981396050067745440e-01, 2.000000000000000000e+00, 2.172260364380927733e+00
2.445174776429144714e+01, 6.353754988638128154e+00, 6.908817223712526712e-01, 2.000000000000000000e+00, 2.276535875536843889e+00
2.524931811122215208e+01, 6.353430957111823929e+00, 7.612593928649791231e-01, 2.000000000000000000e+00, 2.413466350417201589e+00
2.624672419797158440e+01, 6.353025854421385787e+00, 7.998170441823441168e-01, 2.000000000000000000e+00, 2.584161237591246607e+00
2.741336108066720456e+01, 6.352552123722365884e+00, 7.999640063743718166e-01, 2.000000000000000000e+00, 2.783663390284290440e+00
2.867792766865353116e+01, 6.352038714846510281e+00, 7.629888760582295149e-01, 2.000000000000000000e+00, 3.000000000000000000e+00
2.994142330425104248e+01, 6.351525804933817909e+00, 6.988695114628472593e-01, 2.000000000000000000e+00, 3.216336609715709116e+00
3.110555853955858652e+01, 6.351053272316381282e+00, 6.218237693946877531e-01, 2.000000000000000000e+00, 3.415838762408752949e+00
3.210080058820847881e+01, 6.350649321361332866e+00, 5.447533229076730876e-01, 2.000000000000000000e+00, 3.586533649582798411e+00
3.289862906796889774e+01, 6.350325513036944258e+00, 4.761967643990111521e-01, 2.000000000000000000e+00, 3.723464124463156111e+00
3.350584279721846315e+01, 6.350079077365601954e+00, 4.200574532679186568e-01, 2.000000000000000000e+00, 3.827739635619072267e+00
3.394996667803959411e+01, 6.349898836438793381e+00, 3.767633530230443673e-01, 2.000000000000000000e+00, 3.904044169930655173e+00
3.426544760872500461e+01, 6.349770806117320809e+00, 3.448155216881083618e-01, 2.000000000000000000e+00, 3.958266880232111262e+00
3.448492701613389499e+01, 6.349681737118464397e+00, 3.219874327824556737e-01, 2.000000000000000000e+00, 4.000000000000000000e+00
3.520638545830943400e+01, 8.828974673264449180e+00, 3.675982985887923937e-01, 2.200000000000000178e+00, 0.000000000000000000e+00
3.500687491133155760e+01, 8.829055757162681317e+00, 3.418557135998654961e-01, 2.200000000000000178e+00, 4.173311976788848798e-02
3.472007786224322956e+01, 8.829172313428628627e+00, 3.056418585766867979e-01, 2.200000000000000178e+00, 9.595583006934514658e-02
3.431629640375251711e+01, 8.829336408878919684e+00, 2.561931769729426378e-01, 2.200000000000000178e+00, 1.722603643809275942e-01
3.376417082921979329e+01, 8.829560783490762788e+00, 1.913685805890516789e-01, 2.200000000000000178e+00, 2.765358755368439447e-01
3.303860649036041508e+01, 8.829855628108767007e+00, 1.109388176880884008e-01, 2.200000000000000178e+00, 4.134663504172014781e-01
3.213331941342892861e+01, 8.830223485456512478e+00, 1.830827745179233745e-02, 2.200000000000000178e+00, 5.841612375912467181e-01
